"topic","date"," time","place","date published","article text","url"
"shooting","2023-05-16","Not Discerned","{""HighlandPark"", ""Illinois"", ""UnitedStates""}","Wed 17 May 2023 02:12:29","RICHMOND, Va. (WRIC) — A man is in the hospital with severe injuries after a shooting in the Highland Park area on Tuesday night, which also grazed and injured a juvenile victim.  Richmond Police were dispatched to the 3100 block of 5th Avenue at 6:17 p.m. on Tuesday, May 16 for a reported shooting.  When officers arrived on scene, they found a man who had been shot with life threatening injuries. He was taken to a local hospital for treatment.  A male juvenile victim was also on scene and had graze wound. He refused medical treatment.  Richmond School Board member Matthew Stanley confirmed to 8News that there is an increased security presence Wednesday, May 17, at John Marshall High School.  Richmond Police are continuing to investigate this shooting.  This is a developing story. Stay with 8News for updates.","https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LndyaWMuY29tL25ld3MvbG9jYWwtbmV3cy9yaWNobW9uZC9tYW4tY3JpdGljYWxseS1pbmp1cmVkLWp1dmVuaWxlLWdyYXplZC1pbi1yaWNobW9uZC1zaG9vdGluZy_SAW5odHRwczovL3d3dy53cmljLmNvbS9uZXdzL2xvY2FsLW5ld3MvcmljaG1vbmQvbWFuLWNyaXRpY2FsbHktaW5qdXJlZC1qdXZlbmlsZS1ncmF6ZWQtaW4tcmljaG1vbmQtc2hvb3RpbmcvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2019-05-03","Not Discerned","{""Atlanta"", ""Georgia"", ""UnitedStates""}","Tue 16 May 2023 11:06:30","Cobb County police released new video footage Tuesday of the moments leading up to the capture of the suspect in the deadly shooting at a Midtown Atlanta medical practice.  Deion Patterson, 24, remains behind bars without bond charged with one count of murder and four counts of aggravated assault.  Police say Patterson opened fire in the waiting room of Northside Medical Midtown shortly before noon on May 3. Authorities swarmed Midtown shortly after the shooting in search of the shooter - eventually arresting Patterson hours later in neighboring Cobb County near the Braves' stadium after several residents there called 911 to report seeing someone who matched his description.  Deion Patterson (Fulton County Sheriff's Office)  Patterson had an appointment at a Northside Medical building and opened fire shortly after arriving in an attack that lasted about two minutes, law enforcement officials said at a news conference the night of the shooting.  Patterson then went to a Shell gas station and took a pickup truck that had been left running and unattended, authorities said.  Patterson's mother, who police say accompanied her son to the medical practice and has apologized for her son's actions publicly, says Deion received an honorable discharge from the US Coast Guard in January.  ATLANTA VETERANS DEMAND MENTAL HEALTH TREATMENT FOR MIDTOWN SHOOTING SUSPECT  ""I want to give my sincere and deepest condolences and prayers to any and every family that was affected by the situation,"" said Minyone Patterson.  Speaking to FOX 5, Minyone Patterson wouldn't go into the reason he was at Northside Medical but said her son has mental health issues.  ""My son, Deion Patterson, has an affliction with mental illness and mental health illnesses. A very disgusting disease that isn't widely discussed. It's not talked about. Everyone hides from it,"" she said.  Patterson says her son got help for his problems while in the Coast Guard.  ""They made it to where we found the right cocktail and information for him that helped him to move throughout the days and learn his symptoms and how to try to, you know, make sure he took his medication,"" said Patterson.  ATLANTA SHOOTING STORIES  Amy St. Pierre  The shooting claimed the life of 38-year-old Amy St. Pierre, a researcher with The Centers for Disease Control and Prevention. She left behind a husband and two young children. According to arrest warrants released the day after the shooting, Patterson used a semi-automatic handgun to shoot St. Pierre. He also shot Alesha Hollinger in the face and fired multiple shots into Jazzmin Daniel’s abdomen, the documents state. Another woman, Lisa Glynn, was shot in the abdomen; and Georgette Whitow was shot in the arm, the records show.  Two of the victims have since been released from the hospital and continue to recover. The current conditions of the two other victims have not been released.","https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmZveDVhdGxhbnRhLmNvbS9uZXdzL2F0bGFudGEtc2hvb3Rpbmctc3VzcGVjdC1hcnJlc3QtdmlkZW8tZm9vdGFnZS1yZWxlYXNl0gFaaHR0cHM6Ly93d3cuZm94NWF0bGFudGEuY29tL25ld3MvYXRsYW50YS1zaG9vdGluZy1zdXNwZWN0LWFycmVzdC12aWRlby1mb290YWdlLXJlbGVhc2UuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2022-01-01","Not Discerned","{""Ogden"", ""Utah"", ""UnitedStates""}","Wed 17 May 2023 02:32:48","An Ogden man has been sentenced to 48 months of probation after pleading guilty but mentally ill in a 2022 accidental shooting that resulted in the death of a 14-year-old boy. (Jeffrey D. Allred, Deseret News)  Estimated read time: 2-3 minutes  OGDEN — An Ogden man has been sentenced to four years of probation after pleading guilty and mentally ill in a 2022 accidental shooting that led to the death of a 14-year-old boy.  Zedekiah Mendel Pool, 19, pleaded guilty and mentally ill to manslaughter, a second-degree felony, in January as part of a plea deal. He was sentenced to a term of one to 15 years in the Utah State Prison, but that term was suspended if his probation is successfully completed.  Pool is also required to finish serving 363 days in jail, 354 of which were already completed as of April 25.  On May 5, 2022, police were called to 468 River Drive in Ogden following the report of a gunshot wound. They discovered that 14-year-old Richard Michael ""Mikey"" Mendenhall Jr. had been accidentally shot in the neck.  A GoFundMe account* says Mikey died before paramedics could reach him. ""They brought him back using CPR, but at the time Mikey had already had lack of oxygen for 20 minutes. Mikey was brain dead,"" it states. He died three days later at a hospital.  ""Mikey ended up donating his liver, heart, and kidneys to other children in need,"" the account says.  The post also explains that Mikey was at a friend's house when Pool, ""a newly moved-in roommate,"" brought out the gun.  Police believe Pool was moving the slide on a handgun when the weapon fired in the living room, with the bullet hitting the boy. They do not believe Pool meant to aim at the teen.  ""Follow-up investigation has determined that defendant had consumed marijuana less than five hours prior to the shooting and used and possessed his firearm while he was an unlawful user of a controlled substance,"" court documents state.  In exchange for Pool's plea, charges of possessing equipment for a clandestine laboratory, a second-degree felony, and possession or use of a firearm by a restricted person, a third-degree felony, were dismissed.  *KSL.com does not assure that the money deposited to the account will be applied for the benefit of the persons named as beneficiaries. If you are considering a deposit to the account, you should consult your own advisors and otherwise proceed at your own risk.  ×  Related stories  Most recent Police & Courts stories","https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmtzbC5jb20vYXJ0aWNsZS81MDY0NjUxNi9vZ2Rlbi1tYW4tc2VudGVuY2VkLWluLWFjY2lkZW50YWwtc2hvb3RpbmctZGVhdGjSAQA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-16","Not Discerned","{""Chicago"", ""Illinois"", ""UnitedStates""}","Tue 16 May 2023 19:04:33","Illinois State Police said traffic was being diverted at Harlem Avenue after a deadly Eisenhower Expressway shooting.  ISP said traffic was being diverted off highway at Harlem  CHICAGO (WLS) -- One person has died and another was injured Tuesday in a shooting on the Eisenhower Expressway on Chicago's West Side, Illinois State Police said.  Police said the shooting took place just after 11:50 a.m. on eastbound Interstate 290 near Cicero Avenue.  Police said one male victim was transported to a hospital and pronounced dead. A Chicago Fire Department spokesperson confirmed one person was taken to Loretto Hospital.  Police said a female victim refused treatment on the scene and took herself to a hospital.  Chopper 7HD flew over the scene and captured a woman being consoled not far from a silver SUV that sustained several bullet holes.  Eastbound traffic was being diverted off the highway at Harlem Avenue, while troopers investigated. The roadway reopened just after 2 p.m.  RELATED: Chicago police: 2nd suspect arrested in robbery, shooting that critically injured Dakotah Earley  A.J. Johnson, who was heading inbound, checked in on his mother, whose house overlooks the Eisenhower. She told him she heard the gunshots.  ""I'm very, very hesitant to drive on the Eisenhower, especially when I pass Austin, I have to say. When I come to see her, or drive to my office on Michigan Avenue, I'm like, really kind of scared,"" Johnson said.  Police did not immediately provide any additional information about what led up to the shooting or on possible suspects.  Illinois State Police said so far this year, there have been 54 shootings on area roadways. That number is down from 84 at this time last year.  Anyone who witnessed the shooting or has any knowledge of it is asked to call Illinois State Police at 847-294-4400 or email ISP.CrimeTips@Illinois.gov. Witnesses can remain anonymous.  INTERACTIVE SAFETY TRACKER | Track crime and safety in your neighborhood","https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2NoaWNhZ28tc2hvb3RpbmctZWlzZW5ob3dlci1leHByZXNzd2F5LWktMjkwLWNpY2Vyby8xMzI1NTUxNC_SAVlodHRwczovL2FiYzdjaGljYWdvLmNvbS9hbXAvY2hpY2Fnby1zaG9vdGluZy1laXNlbmhvd2VyLWV4cHJlc3N3YXktaS0yOTAtY2ljZXJvLzEzMjU1NTE0Lw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-01","18:30:00","{""Vacaville"", ""California"", ""UnitedStates""}","Wed 17 May 2023 06:21:00","Hide Transcript Show Transcript  UNANSWERED. FAMILY MEMBERS OF MATEO VALLEJO ARE RAISING MONEY TO COVER FUNERAL EXPENSES AFTER THE 16 YEAR OLD WAS KILLED IN A SHOOTING IN VACAVILLE LAST WEEK. THIS IS VERY TRAGIC EVENT. VACAVILLE POLICE SAY DETECTIVES ARE STILL WORKING TO DETERMINE EXACTLY WHAT HAPPENED LAST THURSDAY ON MAY 11 ON MEADOWS DRIVE. OFFICERS ARRIVED AND LOCATED A 16 YEAR OLD MALE JUVENILE SUFFERING FROM A GUNSHOT WOUND. POLICE SAY PRIOR TO THE SHOOTING, THERE WAS AN ALTERCATION BETWEEN THE VICTIM AND A 17 YEAR OLD MALE POLICE SAY THAT 17 YEAR OLD WAS ALSO SHOT IN THE SHOOTING BUT SURVIVED. THE TEEN IS NOW CHARGED WITH MURDER. DETECTIVES ALSO LEARNED THAT A 16 YEAR OLD MALE JUVENILE, ALSO A VACAVILLE, WAS INVOLVED IN THE SHOOTING AND HE WAS ULTIMATELY ARRESTED ON MAY 15TH FOR ATTEMPTED MURDER. AND ILLEGAL DISCHARGE OF A FIREARM. POLICE SAY WITH BOTH SUSPECTS BEING FROM VACAVILLE, THEY’RE WORKING WITH THE VACAVILLE UNIFIED SCHOOL DISTRICT TO PROVIDE RESOURCES AND SUPPORT TO THOSE WHO MAY NEED IT. IN A LETTER TO VIEW ISD PARENTS, A SPOKESPERSON WRITES, WE UNDERSTAND THAT THESE INCIDENTS MAY RAISE CONCERNS AND POTENTIALLY CAUSE DISTRESS FOR OUR STUDENTS. RESOURCE ACES ARE AVAILABLE TO SUPPORT THEM DURING THIS CHALLENGING TIME. PLEASE DO NOT HESITATE TO CONTACT YOUR SITE. ADMINISTRATOR IF YOUR STUDENT OR FAMILY NEEDS SUPPORT. AT MATEO’S MOTHER RETURNED TO MEADOWS DRIVE TUESDAY, STILL TRYING TO PROCESS THE NEWS OF HER ONLY SON’S DEATH, SHE DESCRIBED HER SON AS LOVING, SMART AND SOCIAL QUESTIONING. IF HE’LL SEE JUSTICE. WE’RE PARTNERING WITH THE FAMILY TO JUST ENSURE THEM THAT WE ARE DOING EVERYTHING WE CAN. DETECTIVES ARE DEDICATED TO ENSURING THAT THEY FIND OUT EXACTLY WHAT HAPPENED IN VACAVILLE LEON DENYER, KCRA THREE NEWS. POLICE ALSO SAY THERE ARE STILL QUESTIONS THAT NEED TO BE SORTED OUT HERE, INCLUDING THE NATURE OF THE FIGHT THAT CAME BEFORE THAT SHOOTING. THEY ALSO WOULD NOT COMMENT ON WHO INVESTIGATORS BELIEVE SHOT. THE 17 YEAR OLD KILLED I  Advertisement 16-year-old killed in Vacaville shooting, 2 teens arrested, police say Share Copy Link Copy  Two teens have been arrested in connection with a shooting that left a 16-year-old dead in Vacaville, police said Tuesday.""This is a very tragic event,"" said Lt. Katie Cardona of the Vacaville Police Department.Police said that around 6:30 p.m. on May 11, they responded to reports of a shooting on the 100 block of Meadows Drive. The 16-year-old who was shot was pronounced dead at the hospital. On Tuesday, police identified him as Mateo Godinez-Vallejo, of Sacramento. Washington Unified School District confirmed he was a student at Yolo High School, who had attended different schools in the district. Police said they later learned that Godinez-Vallejo had been involved in an earlier altercation with a 17-year-old from Vacaville. At some point after that altercation, both Godinez-Vallejo and that 17-year-old were shot, police said.Police did not say who they believe shot the 17-year-old. ""Details of that are not released yet,"" Cardona said. ""We're still ensuring that we understand exactly what happened before we release any more details regarding the altercation and the shots that were fired during this incident.""But police said they arrested him on May 12 and that he’s been charged with murder and the unlawful discharge of a firearm. The 17-year-old was booked into Solano County Juvenile Hall after being released from the hospital, police said. Police said they also arrested another 16-year-old from Vacaville, who they believe was involved in the shooting. That teen was arrested on May 15 for attempted murder and the unlawful discharge of a firearm. He has been booked into the Solano County Juvenile Hall, police said.While both suspects are from Vacaville, police could not confirm if they were enrolled in Vacaville Unified School District at the time of the shooting. A letter, however, went out to parents about the incident.School leadership informed parents of the May 11 shooting, but did not elaborate on how the district community was involved.""We understand that these incidents may raise concerns and potentially cause distress for our students. Resources are available to support them during this challenging time. Please do not hesitate to contact your site administrator if your student or family needs support,"" it reads in part.Anyone with information to share is asked to call the police detective investigating the case at 707-469-4810. People can also report anonymous tips at 707-454-5722.A GoFundMe for Godinez-Vallejo is raising money for funeral expenses, according to family members.","https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmtjcmEuY29tL2FydGljbGUvMTYteWVhci1vbGQta2lsbGVkLWluLXZhY2F2aWxsZS1zaG9vdGluZy0yLXRlZW5zLWFycmVzdGVkLXBvbGljZS1zYXkvNDM5MDk5MzLSAW5odHRwczovL3d3dy5rY3JhLmNvbS9hbXAvYXJ0aWNsZS8xNi15ZWFyLW9sZC1raWxsZWQtaW4tdmFjYXZpbGxlLXNob290aW5nLTItdGVlbnMtYXJyZXN0ZWQtcG9saWNlLXNheS80MzkwOTkzMg?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-10-10","18:30:00","{""Chicago"", ""Illinois"", ""UnitedStates""}","Wed 17 May 2023 01:19:33","An Albany Park shooting in Chicago left a teen shot and killed and a man injured in the 3500 block of West Leland Avenue, the police department said.  CHICAGO (WLS) -- A shooting on Chicago's Northwest Side left a teen boy killed and a man injured on Tuesday evening, police said.  The shooting happened in the Albany Park neighborhood's 3500 block of West Leland Avenue just before 6:30 p.m., police said. Police responded to a call of a person shot and found a 15-year-old boy and a 27-year-old man, who had both been struck by gunfire.  Police said the teen, shot in the torso, was transported to Illinois Masonic Hospital, where he was pronounced dead. The man, shot in the buttocks, was transported to the same hospital, where he is listed in fair condition.  A witness told officers that multiple people, identified only as male, fled the scene on foot after the shots were fired.  There is no one in custody and Area Five detectives are investigating. Police did not immediately provide further information about the shooting.  INTERACTIVE SAFETY TRACKER Track crime and safety in your neighborhood","https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL2FsYmFueS1wYXJrLXNob290aW5nLXRvZGF5LWNoaWNhZ28tbmV3cy8xMzI1NzI0Ni_SAU1odHRwczovL2FiYzdjaGljYWdvLmNvbS9hbXAvYWxiYW55LXBhcmstc2hvb3RpbmctdG9kYXktY2hpY2Fnby1uZXdzLzEzMjU3MjQ2Lw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-04-01","Not Discerned","{""Follansbee"", ""WestVirginia"", ""UnitedStates""}","Wed 17 May 2023 06:48:07","FOLLANSBEE — The fatal shooting by a Brooke County sheriff’s deputy of a man who had barricaded himself in his Follansbee home on April 15 has been found justified by the West Virginia State Police.  Brooke County Prosecutor Joseph Barki said, in a statement released Tuesday, “Upon a complete and thorough investigation, which included the review of hours of body cam footage and recordings, the State Police has determined that the involved officer exercised a proper and justified use of force, which unfortunately led to the death of Joseph Anthony Henderson, 43.”  Brooke County Sheriff Rich Beatty reported earlier that Follansbee Police and deputies were dispatched after the county’s emergency 911 call center received a call that Henderson was attempting to break into a home on Highland Street at about 12:30 a.m.  Beatty said Henderson was found soon after in his own home elsewhere on the street and had refused to come out for four hours.  The initial investigating officers had been joined by members of the West Virginia State Police and special response teams from Weirton Police and the Brooke and Hancock county sheriffs’ departments.  Barki said, “During multiple attempts to communicate with Mr. Henderson, he made multiple references regarding his possession and intent to use a .40 caliber handgun and potentially shoot law enforcement officers.”  “Thereafter, he exited the residence with what appeared to be a semiautomatic handgun in his hand and his actions thereafter required the use of force,” said Barki.  He said the weapon was found to be an air gun modeled in appearance after a Walther CP99 semiautomatic handgun.  Beatty said earlier that after tear gas was released into the house, Henderson emerged from the rear, brandishing the handgun, and was shot by one of his deputies.  Henderson was transported to a Pittsburgh hospital where he was later pronounced dead.  Barki said he “met with the lead investigator from the West Virginia State Police to review the investigative materials and collect evidence and determined that there does not appear to be any evidence to establish that the involved officer had committed a criminal act. Accordingly, no charges will be presented to the Brooke County grand jury for consideration.”  (Scott can be contacted at wscott@heraldstaronline.com.)","https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LndlaXJ0b25kYWlseXRpbWVzLmNvbS9uZXdzL2xvY2FsLW5ld3MvMjAyMy8wNS9vZmZpY2VyLWludm9sdmVkLWZhdGFsLXNob290aW5nLWRlZW1lZC1qdXN0aWZpZWQv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2018-10-24","14:00:00","{""Nashville"", ""Tennessee"", ""UnitedStates""}","Tue 16 May 2023 13:39:17","As lawyers prepare for a hearing next week on releasing records related to The Covenant School shooting, the school is seeking to intervene in the case and a growing number of Tennessee House Republicans are calling for police to release the records.  The Covenant School and Covenant Presbyterian Church filed motions to intervene in lawsuits calling for the Metro Nashville Police Department to release several records relating to the mass shooting.  The school wrote that the requested records may include confidential information that could endanger its school's students and faculty if released.  ""The records sought ... may include and/or relate to sensitive information owned by The Covenant School, including, but not limited to the schematics of school facilities, and confidential information pertaining to The Covenant School employees and students,"" the school wrote in its expedited motion to intervene, filed Monday. ""The release of such information could cause security and safety issues.""  The requested documents include the shooter's writings as well as nearly all police communications about the writings, including ""emails, texts and other communications.""  Tennessee Bureau of Investigation Director David Rausch earlier characterized the shooter's writings more as ""ramblings"" rather than pointing to any clear motive.  Covenant is hoping to argue its motion to intervene at a status conference set for Monday afternoon in one of the lawsuits.  The plaintiff in that case, Clata Brewer, acting on behalf of the National Police Association, didn't object to Covenant's request. Brewer wrote in a response on Monday that she does not oppose the motion to intervene ""for the limited purpose of allowing Covenant Church to claim the specific interest it alleges.""  Covenant filed a nearly identical motion in another lawsuit seeking the shooter's writings filed last week by the owner of the conservative radio station The Tennessee Star.  Meanwhile, calls for the release of records related to the shooting are growing in the statehouse. On Monday, the House GOP delivered a letter signed by 66 of the House's 74 Republican members to Metro Nashville Police Chief John Drake asking that the shooter's writings and ""all relevant medical records and toxicology reports"" be released. The letter doesn't specify what medical records the legislators consider relevant.  Republicans argued that the writings are needed to understand the shooter's motives ahead of a special legislative session on gun reform called by Gov. Bill Lee.  ""We are united in our shared common goal and duty to protect the safety and wellbeing of Tennesseans. The release of these records is critical to the General Assembly's ability to construct effective solutions that can prevent future acts of violence,"" they wrote.  House Democratic Caucus Chairman John Ray Clemmons, D-Nashville, responded in a statement that Republicans have refused to reach across the aisle on gun safety legislation because they've been ""bizarrely focused on a diary.""  “Gun violence is an epidemic plaguing our communities and threatening the safety of every family on a daily basis. The people of Tennessee deserve courageous and sensible leadership on this issue. These GOP delay tactics only serve to leave our families exposed and vulnerable. Meanwhile, Democrats are researching and drafting potential legislation that an overwhelming majority of Tennesseans support,"" Clemmons said. ""I hope to see as many GOP signatures on our bipartisan gun safety legislation as they got on that letter.”  The legislature will reconvene for the special session on Aug. 21.  Evan Mealins is the justice reporter for The Tennessean. Contact him at emealins@gannett.com or follow him on Twitter @EvanMealins.","https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy50ZW5uZXNzZWFuLmNvbS9zdG9yeS9uZXdzL2xvY2FsLzIwMjMvMDUvMTYvdGVubmVzc2VlLWhvdXNlLWdvcC1yZXF1ZXN0cy1jb3ZlbmFudC1zY2hvb2wtc2hvb3RpbmctcmVjb3Jkcy83MDIyMDk5ODAwNy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-16","13:00:00","{""FoxLake"", ""Illinois"", ""UnitedStates""}","Tue 16 May 2023 22:23:18","FOX LAKE, Ill. — An argument between two brothers reportedly turned deadly following a shooting inside a restaurant kitchen in Fox Lake Tuesday afternoon.  According to the Fox Lake Police Department, officers responded to the Dockers Restaurant & Lounge on the 20 block of West Grand Avenue just after 1 p.m. on Tuesday.  Fox Lake police said an argument ensued between two brothers inside the restaurant kitchen before shots were reportedly exchanged. It’s unclear if both involved had a gun. Authorities are also calling this incident an attempted murder-suicide.  The two brothers were later identified as Marciano Martinez and Mario Martinez Benitez.  Marciano reportedly turned the gun on himself and committed suicide at the scene. Mario was taken to a local hospital and is in critical condition.  Many of the restaurant patrons reportedly didn’t know what was going on until police arrived.  “We were wondering why we didn’t get our delivery right away,” Fox Lake Chief of Police said patrons told authorities. “They didn’t get served so they had gotten up to leave.”  There is no threat to the public at this time. The coroner and major crimes task force have responded to the scene.  The investigation is ongoing.  Stay with WGN as this story develops.","https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd2dudHYuY29tL2NyaW1lLzEta2lsbGVkLTEtY3JpdGljYWwtYWZ0ZXItZm94LWxha2UtcmVzdGF1cmFudC1zaG9vdGluZy_SAVNodHRwczovL3dnbnR2LmNvbS9jcmltZS8xLWtpbGxlZC0xLWNyaXRpY2FsLWFmdGVyLWZveC1sYWtlLXJlc3RhdXJhbnQtc2hvb3RpbmcvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-12-05","Not Discerned","{""SanAntonio"", ""Texas"", ""UnitedStates""}","Tue 16 May 2023 23:59:56","SAN ANTONIO – San Antonio police are investigating a drive-by shooting that left one person hospitalized Tuesday afternoon.  SAPD responded to the shooting around 4:50 p.m. in the 800 block of Poinsettia Stree near North Walters and North Grimes Street on the East Side.  Officers found three victims at the scene, one of which was taken to the hospital for treatment.  One additional victim was later discovered at a separate location, police said.  It’s unclear what led to the drive-by shooting, and police have not released any suspect information.  KSAT will bring you updates as they become available.","https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmtzYXQuY29tL25ld3MvbG9jYWwvMjAyMy8wNS8xNi8xLWhvc3BpdGFsaXplZC1pbi1kcml2ZS1ieS1zaG9vdGluZy1zYW4tYW50b25pby1wb2xpY2Utc2F5L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2018-05-24","15:30:00","{""Uvalde"", ""Texas"", ""UnitedStates""}","Tue 16 May 2023 20:48:07","UVALDE, Texas — Time has neither healed wounds nor answered lingering questions for many of the families who lost their children and loved ones when a gunman unleashed a barrage of bullets at Robb Elementary School last year.  Nineteen children and two teachers were killed in the carnage, which also left 17 wounded.  In the 12 months since one of the bloodiest school shootings in U.S. history transformed this quiet Texas community into another example of the nation’s complicated relationship with guns, the parents of the children killed last May 24 have not moved on.  Some have harnessed their anger into political action, wielding it like a shield to protect themselves from getting lost in their pain. Others have seen their worlds shrink under the weight of unrelenting grief, with only close friends and family allowed inside their increasingly insular worlds.  Of the six parents NBC interviewed in Uvalde, all said the shooting remains fresh in their minds. They said they still expect to hear their children’s voices when they wake up in the morning or when someone tells a joke that would have made their kids laugh. They have built makeshift memorials filled with toys, photos and other memories that have remained as vibrant as the day they were made.  “We take it day by day,” said Brett Cross, whose 10-year-old son, Uziyah Garcia, was among those killed last year. “There’s no good days anymore. There’s just all-right days.”  Uziyah's dad  On a breezy April afternoon, Brett Cross slowly shook his head as he gazed at his son’s memorial in the Uvalde town square. It’s just one of almost two dozen similar memorials surrounding a large fountain in a lush municipal park. Murals of the 21 victims light up public walls throughout the city, turning Uvalde into an outdoor gallery filled with colorful works by various Texas artists.  Adorned with flowers and handwritten notes, Uziyah’s memorial stands apart from the others with its oversize stuffed lion and red Spiderman basket.  “Time doesn’t heal,” Cross said, exhausted from a recent trip to Austin where he joined other families and advocates pushing for a gun bill that would raise the minimum age from 18 to 21 for buying an assault-style weapon.  Cross has become a full-time gun reform activist and one of the most vocal proponents of new gun laws in the year since his son was killed, driving three hours every week to the Texas capital to champion tougher laws that supporters say would prevent future tragedies. He now has more than 58,000 followers on Twitter, regularly speaks with elected leaders and trained himself to speak out after mass shootings.","https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy90aW1lLWRvZXNudC1oZWFsLXV2YWxkZS1wYXJlbnRzLXJlbWVtYmVyLWNoaWxkcmVuLW9uZS15ZWFyLW1hc3NhY3JlLXJjbmE4MDkyM9IBKmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmE4MDkyMw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-12-04","Not Discerned","Not Discerned","Wed 17 May 2023 03:29:00","CHICAGO (CBS) -- Two boys – ages 12 and 16 – were shot and wounded Tuesday evening on the city's West Side.  The shooting happened on Pulaski Road near Wilcox Street in West Garfield Park at 5:39 p.m. – not too long after school let out. The Legler Regional Library is located near the scene.  As CBS 2's Charlie De Mar reported, a security guard near the shooting scene is being credited with keeping the younger boy alive.  Evidence markers indicating shell casings covered the ground near the scene after the shooting.  ""I saw just kids crying – and it was crazy,"" said witness John Christian. ""It looked like they were coming out of the library, and coming in at the same time as it happened - like right after school.""  Inside the library, 115 S. Pulaski Rd., Chicago Police found a 12-year-old who had been shot. A security guard had carried the boy inside the library and attempted to render aid to him and keep him alive until an ambulance arrived.  ""I heard shots go off, and I knew it was close by – so I came down,"" Christian said.  The 12-year-old was taken to Stroger Hospital of Cook County in fair condition.  The 16-year-old boy was shot twice in the leg and was taken to Mount Sinai Hospital in good condition, police said.  Officers found an adult male suspect, and a female suspect, nearby in the 3900 block of West Madison Street – and arrested both of them. Police radio traffic suggests the female suspect could be as young as 10 years old.  The radio traffic indicated that police believe the girl was with the gunman and handed him the gun before he began shooting.  ""It was traumatizing. Kids - it involved kids,"" Christian said. ""Kids don't deserve that.""  Charges were pending late Tuesday, and a gun was recovered.","https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmNic25ld3MuY29tL2NoaWNhZ28vbmV3cy90d28tcGVvcGxlLWhvc3BpdGFsLXdlc3QtZ2FyZmllbGQtcGFyay1zaG9vdGluZy_SAVlodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvY2hpY2Fnby9uZXdzL3R3by1wZW9wbGUtaG9zcGl0YWwtd2VzdC1nYXJmaWVsZC1wYXJrLXNob290aW5nLw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2013-09-15","14:15:00","{""Birmingham"", ""Alabama"", ""UnitedStates""}","Tue 16 May 2023 23:56:17","State Alabama Alaska Arizona Arkansas California Colorado Connecticut Delaware Florida Georgia Hawaii Idaho Illinois Indiana Iowa Kansas Kentucky Louisiana Maine Maryland Massachusetts Michigan Minnesota Mississippi Missouri Montana Nebraska Nevada New Hampshire New Jersey New Mexico New York North Carolina North Dakota Ohio Oklahoma Oregon Pennsylvania Rhode Island South Carolina South Dakota Tennessee Texas Utah Vermont Virginia Washington Washington D.C. West Virginia Wisconsin Wyoming Puerto Rico US Virgin Islands Armed Forces Americas Armed Forces Pacific Armed Forces Europe Northern Mariana Islands Marshall Islands American Samoa Federated States of Micronesia Guam Palau Alberta, Canada British Columbia, Canada Manitoba, Canada New Brunswick, Canada Newfoundland, Canada Nova Scotia, Canada Northwest Territories, Canada Nunavut, Canada Ontario, Canada Prince Edward Island, Canada Quebec, Canada Saskatchewan, Canada Yukon Territory, Canada  Zip Code","https://news.google.com/rss/articles/CBMitAFodHRwczovL3d3dy5zYW50YWZlbmV3bWV4aWNhbi5jb20vbmV3cy9sb2NhbF9uZXdzL2FmZmlkYXZpdC1wcm92aWRlcy1kZXRhaWxzLW9uLWZpcnN0LXNhbnRhLWZlLXBvbGljZS1zaG9vdGluZy1pbi1uZWFybHktdHdvLXllYXJzL2FydGljbGVfNGQxODgyZWEtZjNmZS0xMWVkLTkyMzUtMTMxNmM3MzQzZjg4Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en"
